agency_id,agency_name,sector,service_scope,king_county_authority,language,written_tier,oral_tier,collection_tier,pathway_in_language,pathway_type,translated_page_count,quality_verdict,tier_verified,evidence_url,capture_date,notes,assigned_by,assignment_method,widget,widget_restricted,widget_language_count,translated_page_slugs,language_access_page_count,site_page_count,is_state_channel,dshs_client_households,in_language_phone,oral_locations_phone,oral_locations_video,oral_availability,collection_branches,collection_branch_names,translated_doc_count,translated_doc_types,oral_hours
city_renton,City of Renton,city,city,False,Pashto,0.0,0.0,,False,none,0.0,,,https://www.rentonwa.gov/Home,2026-09-05,Widget restricted to 17 languages; this language is NOT on the list,EH,derived,opencities_oc_lang,True,17.0,,2.0,1128.0,,,,,,,,,,,
city_renton,City of Renton,city,city,False,Pere,0.0,0.0,,False,none,0.0,,,https://www.rentonwa.gov/Home,2026-09-05,Widget restricted to 17 languages; this language is NOT on the list,EH,derived,opencities_oc_lang,True,17.0,,2.0,1128.0,,,,,,,,,,,
city_renton,City of Renton,city,city,False,Polish,0.0,0.0,,False,none,0.0,,,https://www.rentonwa.gov/Home,2026-09-05,Widget restricted to 17 languages; this language is NOT on the list,EH,derived,opencities_oc_lang,True,17.0,,2.0,1128.0,,,,,,,,,,,
city_renton,City of Renton,city,city,False,Portuguese,1.0,2.0,,True,machine_widget,0.0,,,https://www.rentonwa.gov/Home,2026-09-05,Widget restricted to 17 languages; this language is on the list,EH,derived,opencities_oc_lang,True,17.0,,2.0,1128.0,,,,,,,,,,,
city_renton,City of Renton,city,city,False,Punjabi,1.0,2.0,,True,machine_widget,0.0,,,https://www.rentonwa.gov/Home,2026-09-05,Widget restricted to 17 languages; this language is on the list,EH,derived,opencities_oc_lang,True,17.0,,2.0,1128.0,,,,,,,,,,,
city_renton,City of Renton,city,city,False,Purepecha,0.0,0.0,,False,none,0.0,,,https://www.rentonwa.gov/Home,2026-09-05,Widget restricted to 17 languages; this language is NOT on the list,EH,derived,opencities_oc_lang,True,17.0,,2.0,1128.0,,,,,,,,,,,
city_renton,City of Renton,city,city,False,Rohingya,0.0,0.0,,False,none,0.0,,,https://www.rentonwa.gov/Home,2026-09-05,Widget restricted to 17 languages; this language is NOT on the list,EH,derived,opencities_oc_lang,True,17.0,,2.0,1128.0,,,,,,,,,,,
city_renton,City of Renton,city,city,False,Romanian,0.0,0.0,,False,none,0.0,,,https://www.rentonwa.gov/Home,2026-09-05,Widget restricted to 17 languages; this language is NOT on the list,EH,derived,opencities_oc_lang,True,17.0,,2.0,1128.0,,,,,,,,,,,
city_renton,City of Renton,city,city,False,Russian,1.0,2.0,,True,machine_widget,0.0,,,https://www.rentonwa.gov/Home,2026-09-05,Widget restricted to 17 languages; this language is on the list,EH,derived,opencities_oc_lang,True,17.0,,2.0,1128.0,,,,,,,,,,,
city_renton,City of Renton,city,city,False,Samoan,0.0,0.0,,False,none,0.0,,,https://www.rentonwa.gov/Home,2026-09-05,Widget restricted to 17 languages; this language is NOT on the list,EH,derived,opencities_oc_lang,True,17.0,,2.0,1128.0,,,,,,,,,,,
city_renton,City of Renton,city,city,False,Sao,0.0,0.0,,False,none,0.0,,,https://www.rentonwa.gov/Home,2026-09-05,Widget restricted to 17 languages; this language is NOT on the list,EH,derived,opencities_oc_lang,True,17.0,,2.0,1128.0,,,,,,,,,,,
city_renton,City of Renton,city,city,False,Serbo-Croation,0.0,0.0,,False,none,0.0,,,https://www.rentonwa.gov/Home,2026-09-05,Widget restricted to 17 languages; this language is NOT on the list,EH,derived,opencities_oc_lang,True,17.0,,2.0,1128.0,,,,,,,,,,,
city_renton,City of Renton,city,city,False,Shona,0.0,0.0,,False,none,0.0,,,https://www.rentonwa.gov/Home,2026-09-05,Widget restricted to 17 languages; this language is NOT on the list,EH,derived,opencities_oc_lang,True,17.0,,2.0,1128.0,,,,,,,,,,,
city_renton,City of Renton,city,city,False,Sinhalese,0.0,0.0,,False,none,0.0,,,https://www.rentonwa.gov/Home,2026-09-05,Widget restricted to 17 languages; this language is NOT on the list,EH,derived,opencities_oc_lang,True,17.0,,2.0,1128.0,,,,,,,,,,,
city_renton,City of Renton,city,city,False,Slovenian,0.0,0.0,,False,none,0.0,,,https://www.rentonwa.gov/Home,2026-09-05,Widget restricted to 17 languages; this language is NOT on the list,EH,derived,opencities_oc_lang,True,17.0,,2.0,1128.0,,,,,,,,,,,
city_renton,City of Renton,city,city,False,Somali,1.0,2.0,,True,machine_widget,0.0,,,https://www.rentonwa.gov/Home,2026-09-05,Widget restricted to 17 languages; this language is on the list,EH,derived,opencities_oc_lang,True,17.0,,2.0,1128.0,,,,,,,,,,,
city_renton,City of Renton,city,city,False,Soninke,0.0,0.0,,False,none,0.0,,,https://www.rentonwa.gov/Home,2026-09-05,Widget restricted to 17 languages; this language is NOT on the list,EH,derived,opencities_oc_lang,True,17.0,,2.0,1128.0,,,,,,,,,,,
city_renton,City of Renton,city,city,False,Sotho,0.0,0.0,,False,none,0.0,,,https://www.rentonwa.gov/Home,2026-09-05,Widget restricted to 17 languages; this language is NOT on the list,EH,derived,opencities_oc_lang,True,17.0,,2.0,1128.0,,,,,,,,,,,
city_renton,City of Renton,city,city,False,Spanish,1.0,2.0,,True,machine_widget,0.0,,,https://www.rentonwa.gov/Home,2026-09-05,Widget restricted to 17 languages; this language is on the list,EH,derived,opencities_oc_lang,True,17.0,,2.0,1128.0,,,,,,,,,,,
city_renton,City of Renton,city,city,False,Swahili,0.0,0.0,,False,none,0.0,,,https://www.rentonwa.gov/Home,2026-09-05,Widget restricted to 17 languages; this language is NOT on the list,EH,derived,opencities_oc_lang,True,17.0,,2.0,1128.0,,,,,,,,,,,
city_renton,City of Renton,city,city,False,Tagalog,1.0,2.0,,True,machine_widget,0.0,,,https://www.rentonwa.gov/Home,2026-09-05,Widget restricted to 17 languages; this language is on the list,EH,derived,opencities_oc_lang,True,17.0,,2.0,1128.0,,,,,,,,,,,
city_renton,City of Renton,city,city,False,Taishanese,0.0,0.0,,False,none,0.0,,,https://www.rentonwa.gov/Home,2026-09-05,Widget restricted to 17 languages; this language is NOT on the list,EH,derived,opencities_oc_lang,True,17.0,,2.0,1128.0,,,,,,,,,,,
city_renton,City of Renton,city,city,False,Tajiki,0.0,0.0,,False,none,0.0,,,https://www.rentonwa.gov/Home,2026-09-05,Widget restricted to 17 languages; this language is NOT on the list,EH,derived,opencities_oc_lang,True,17.0,,2.0,1128.0,,,,,,,,,,,
city_renton,City of Renton,city,city,False,Tamil,0.0,0.0,,False,none,0.0,,,https://www.rentonwa.gov/Home,2026-09-05,Widget restricted to 17 languages; this language is NOT on the list,EH,derived,opencities_oc_lang,True,17.0,,2.0,1128.0,,,,,,,,,,,
city_renton,City of Renton,city,city,False,Tarasco,0.0,0.0,,False,none,0.0,,,https://www.rentonwa.gov/Home,2026-09-05,Widget restricted to 17 languages; this language is NOT on the list,EH,derived,opencities_oc_lang,True,17.0,,2.0,1128.0,,,,,,,,,,,
city_renton,City of Renton,city,city,False,Tedim,0.0,0.0,,False,none,0.0,,,https://www.rentonwa.gov/Home,2026-09-05,Widget restricted to 17 languages; this language is NOT on the list,EH,derived,opencities_oc_lang,True,17.0,,2.0,1128.0,,,,,,,,,,,
city_renton,City of Renton,city,city,False,Telugu,0.0,0.0,,False,none,0.0,,,https://www.rentonwa.gov/Home,2026-09-05,Widget restricted to 17 languages; this language is NOT on the list,EH,derived,opencities_oc_lang,True,17.0,,2.0,1128.0,,,,,,,,,,,
city_renton,City of Renton,city,city,False,Thai,0.0,0.0,,False,none,0.0,,,https://www.rentonwa.gov/Home,2026-09-05,Widget restricted to 17 languages; this language is NOT on the list,EH,derived,opencities_oc_lang,True,17.0,,2.0,1128.0,,,,,,,,,,,
city_renton,City of Renton,city,city,False,Tibetan,0.0,0.0,,False,none,0.0,,,https://www.rentonwa.gov/Home,2026-09-05,Widget restricted to 17 languages; this language is NOT on the list,EH,derived,opencities_oc_lang,True,17.0,,2.0,1128.0,,,,,,,,,,,
city_renton,City of Renton,city,city,False,Tigrinya,0.0,0.0,,False,none,0.0,,,https://www.rentonwa.gov/Home,2026-09-05,Widget restricted to 17 languages; this language is NOT on the list,EH,derived,opencities_oc_lang,True,17.0,,2.0,1128.0,,,,,,,,,,,
city_renton,City of Renton,city,city,False,Tongan,0.0,0.0,,False,none,0.0,,,https://www.rentonwa.gov/Home,2026-09-05,Widget restricted to 17 languages; this language is NOT on the list,EH,derived,opencities_oc_lang,True,17.0,,2.0,1128.0,,,,,,,,,,,
city_renton,City of Renton,city,city,False,Turkish,0.0,0.0,,False,none,0.0,,,https://www.rentonwa.gov/Home,2026-09-05,Widget restricted to 17 languages; this language is NOT on the list,EH,derived,opencities_oc_lang,True,17.0,,2.0,1128.0,,,,,,,,,,,
city_renton,City of Renton,city,city,False,Twi,0.0,0.0,,False,none,0.0,,,https://www.rentonwa.gov/Home,2026-09-05,Widget restricted to 17 languages; this language is NOT on the list,EH,derived,opencities_oc_lang,True,17.0,,2.0,1128.0,,,,,,,,,,,
city_renton,City of Renton,city,city,False,Ukrainian,1.0,2.0,,True,machine_widget,0.0,,,https://www.rentonwa.gov/Home,2026-09-05,Widget restricted to 17 languages; this language is on the list,EH,derived,opencities_oc_lang,True,17.0,,2.0,1128.0,,,,,,,,,,,
city_renton,City of Renton,city,city,False,Urdu,0.0,0.0,,False,none,0.0,,,https://www.rentonwa.gov/Home,2026-09-05,Widget restricted to 17 languages; this language is NOT on the list,EH,derived,opencities_oc_lang,True,17.0,,2.0,1128.0,,,,,,,,,,,
city_renton,City of Renton,city,city,False,Uzbek,0.0,0.0,,False,none,0.0,,,https://www.rentonwa.gov/Home,2026-09-05,Widget restricted to 17 languages; this language is NOT on the list,EH,derived,opencities_oc_lang,True,17.0,,2.0,1128.0,,,,,,,,,,,
city_renton,City of Renton,city,city,False,Vietnamese,1.0,2.0,,True,machine_widget,0.0,,,https://www.rentonwa.gov/Home,2026-09-05,Widget restricted to 17 languages; this language is on the list,EH,derived,opencities_oc_lang,True,17.0,,2.0,1128.0,,,,,,,,,,,
city_renton,City of Renton,city,city,False,Wolof,0.0,0.0,,False,none,0.0,,,https://www.rentonwa.gov/Home,2026-09-05,Widget restricted to 17 languages; this language is NOT on the list,EH,derived,opencities_oc_lang,True,17.0,,2.0,1128.0,,,,,,,,,,,
city_renton,City of Renton,city,city,False,Yap,0.0,0.0,,False,none,0.0,,,https://www.rentonwa.gov/Home,2026-09-05,Widget restricted to 17 languages; this language is NOT on the list,EH,derived,opencities_oc_lang,True,17.0,,2.0,1128.0,,,,,,,,,,,
city_renton,City of Renton,city,city,False,Yoruba,0.0,0.0,,False,none,0.0,,,https://www.rentonwa.gov/Home,2026-09-05,Widget restricted to 17 languages; this language is NOT on the list,EH,derived,opencities_oc_lang,True,17.0,,2.0,1128.0,,,,,,,,,,,
city_seatac,City of SeaTac,city,city,False,Acholi,1.0,2.0,,True,machine_widget,0.0,,,https://www.seatacwa.gov,2026-09-05,"Unrestricted widget, machine translation only",EH,derived,google_translate,False,,,3.0,6719.0,,,,,,,,,,,
city_seatac,City of SeaTac,city,city,False,Aguacateco,0.0,0.0,,False,none,0.0,,,https://www.seatacwa.gov,2026-09-05,Widget present but does not support this language,EH,derived,google_translate,False,,,3.0,6719.0,,,,,,,,,,,
city_seatac,City of SeaTac,city,city,False,Akateko,0.0,0.0,,False,none,0.0,,,https://www.seatacwa.gov,2026-09-05,Widget present but does not support this language,EH,derived,google_translate,False,,,3.0,6719.0,,,,,,,,,,,
city_seatac,City of SeaTac,city,city,False,Albanian,1.0,2.0,,True,machine_widget,0.0,,,https://www.seatacwa.gov,2026-09-05,"Unrestricted widget, machine translation only",EH,derived,google_translate,False,,,3.0,6719.0,,,,,,,,,,,
city_seatac,City of SeaTac,city,city,False,American Sign Language,0.0,0.0,,False,none,0.0,,,https://www.seatacwa.gov,2026-09-05,Widget present but does not support this language,EH,derived,google_translate,False,,,3.0,6719.0,,,,,,,,,,,
city_seatac,City of SeaTac,city,city,False,Amharic,1.0,2.0,,True,machine_widget,0.0,,,https://www.seatacwa.gov,2026-09-05,"Unrestricted widget, machine translation only",EH,derived,google_translate,False,,,3.0,6719.0,,,,,,,,,,,
city_seatac,City of SeaTac,city,city,False,Arabic,1.0,2.0,,True,machine_widget,0.0,,,https://www.seatacwa.gov,2026-09-05,"Unrestricted widget, machine translation only",EH,derived,google_translate,False,,,3.0,6719.0,,,,,,,,,,,
city_seatac,City of SeaTac,city,city,False,Armenian,1.0,2.0,,True,machine_widget,0.0,,,https://www.seatacwa.gov,2026-09-05,"Unrestricted widget, machine translation only",EH,derived,google_translate,False,,,3.0,6719.0,,,,,,,,,,,
city_seatac,City of SeaTac,city,city,False,Ayula-Bambara,0.0,0.0,,False,none,0.0,,,https://www.seatacwa.gov,2026-09-05,Widget present but does not support this language,EH,derived,google_translate,False,,,3.0,6719.0,,,,,,,,,,,
city_seatac,City of SeaTac,city,city,False,Azerbaijani,1.0,2.0,,True,machine_widget,0.0,,,https://www.seatacwa.gov,2026-09-05,"Unrestricted widget, machine translation only",EH,derived,google_translate,False,,,3.0,6719.0,,,,,,,,,,,
city_seatac,City of SeaTac,city,city,False,Bambara,1.0,2.0,,True,machine_widget,0.0,,,https://www.seatacwa.gov,2026-09-05,"Unrestricted widget, machine translation only",EH,derived,google_translate,False,,,3.0,6719.0,,,,,,,,,,,
city_seatac,City of SeaTac,city,city,False,Bangala,0.0,0.0,,False,none,0.0,,,https://www.seatacwa.gov,2026-09-05,Widget present but does not support this language,EH,derived,google_translate,False,,,3.0,6719.0,,,,,,,,,,,
city_seatac,City of SeaTac,city,city,False,Bassa,0.0,0.0,,False,none,0.0,,,https://www.seatacwa.gov,2026-09-05,Widget present but does not support this language,EH,derived,google_translate,False,,,3.0,6719.0,,,,,,,,,,,
city_seatac,City of SeaTac,city,city,False,Bengali,1.0,2.0,,True,machine_widget,0.0,,,https://www.seatacwa.gov,2026-09-05,"Unrestricted widget, machine translation only",EH,derived,google_translate,False,,,3.0,6719.0,,,,,,,,,,,
city_seatac,City of SeaTac,city,city,False,Bosnian,1.0,2.0,,True,machine_widget,0.0,,,https://www.seatacwa.gov,2026-09-05,"Unrestricted widget, machine translation only",EH,derived,google_translate,False,,,3.0,6719.0,,,,,,,,,,,
city_seatac,City of SeaTac,city,city,False,Bulgarian,1.0,2.0,,True,machine_widget,0.0,,,https://www.seatacwa.gov,2026-09-05,"Unrestricted widget, machine translation only",EH,derived,google_translate,False,,,3.0,6719.0,,,,,,,,,,,
city_seatac,City of SeaTac,city,city,False,Burmese,1.0,2.0,,True,machine_widget,0.0,,,https://www.seatacwa.gov,2026-09-05,"Unrestricted widget, machine translation only",EH,derived,google_translate,False,,,3.0,6719.0,,,,,,,,,,,
city_seatac,City of SeaTac,city,city,False,Carolinian,0.0,0.0,,False,none,0.0,,,https://www.seatacwa.gov,2026-09-05,Widget present but does not support this language,EH,derived,google_translate,False,,,3.0,6719.0,,,,,,,,,,,
city_seatac,City of SeaTac,city,city,False,Catalan,1.0,2.0,,True,machine_widget,0.0,,,https://www.seatacwa.gov,2026-09-05,"Unrestricted widget, machine translation only",EH,derived,google_translate,False,,,3.0,6719.0,,,,,,,,,,,
city_seatac,City of SeaTac,city,city,False,Cebuano,1.0,2.0,,True,machine_widget,0.0,,,https://www.seatacwa.gov,2026-09-05,"Unrestricted widget, machine translation only",EH,derived,google_translate,False,,,3.0,6719.0,,,,,,,,,,,
city_seatac,City of SeaTac,city,city,False,Cham,0.0,0.0,,False,none,0.0,,,https://www.seatacwa.gov,2026-09-05,Widget present but does not support this language,EH,derived,google_translate,False,,,3.0,6719.0,,,,,,,,,,,
city_seatac,City of SeaTac,city,city,False,Chamorro,1.0,2.0,,True,machine_widget,0.0,,,https://www.seatacwa.gov,2026-09-05,"Unrestricted widget, machine translation only",EH,derived,google_translate,False,,,3.0,6719.0,,,,,,,,,,,
city_seatac,City of SeaTac,city,city,False,Chin,0.0,0.0,,False,none,0.0,,,https://www.seatacwa.gov,2026-09-05,Widget present but does not support this language,EH,derived,google_translate,False,,,3.0,6719.0,,,,,,,,,,,
city_seatac,City of SeaTac,city,city,False,Chinese-Cantonese,1.0,2.0,,True,machine_widget,0.0,,,https://www.seatacwa.gov,2026-09-05,"Unrestricted widget, machine translation only",EH,derived,google_translate,False,,,3.0,6719.0,,,,,,,,,,,
city_seatac,City of SeaTac,city,city,False,Chinese-Fukienese,0.0,0.0,,False,none,0.0,,,https://www.seatacwa.gov,2026-09-05,Widget present but does not support this language,EH,derived,google_translate,False,,,3.0,6719.0,,,,,,,,,,,
city_seatac,City of SeaTac,city,city,False,Chinese-Mandarin,1.0,2.0,,True,machine_widget,0.0,,,https://www.seatacwa.gov,2026-09-05,"Unrestricted widget, machine translation only",EH,derived,google_translate,False,,,3.0,6719.0,,,,,,,,,,,
city_seatac,City of SeaTac,city,city,False,Chinese-Taiwanese,0.0,0.0,,False,none,0.0,,,https://www.seatacwa.gov,2026-09-05,Widget present but does not support this language,EH,derived,google_translate,False,,,3.0,6719.0,,,,,,,,,,,
city_seatac,City of SeaTac,city,city,False,Chuukese,1.0,2.0,,True,machine_widget,0.0,,,https://www.seatacwa.gov,2026-09-05,"Unrestricted widget, machine translation only",EH,derived,google_translate,False,,,3.0,6719.0,,,,,,,,,,,
city_seatac,City of SeaTac,city,city,False,Dari,1.0,2.0,,True,machine_widget,0.0,,,https://www.seatacwa.gov,2026-09-05,"Unrestricted widget, machine translation only",EH,derived,google_translate,False,,,3.0,6719.0,,,,,,,,,,,
city_seatac,City of SeaTac,city,city,False,Dinka,1.0,2.0,,True,machine_widget,0.0,,,https://www.seatacwa.gov,2026-09-05,"Unrestricted widget, machine translation only",EH,derived,google_translate,False,,,3.0,6719.0,,,,,,,,,,,
city_seatac,City of SeaTac,city,city,False,Dutch,1.0,2.0,,True,machine_widget,0.0,,,https://www.seatacwa.gov,2026-09-05,"Unrestricted widget, machine translation only",EH,derived,google_translate,False,,,3.0,6719.0,,,,,,,,,,,
city_seatac,City of SeaTac,city,city,False,Egyptian-Arabic,0.0,0.0,,False,none,0.0,,,https://www.seatacwa.gov,2026-09-05,Widget present but does not support this language,EH,derived,google_translate,False,,,3.0,6719.0,,,,,,,,,,,
city_seatac,City of SeaTac,city,city,False,Eritai,0.0,0.0,,False,none,0.0,,,https://www.seatacwa.gov,2026-09-05,Widget present but does not support this language,EH,derived,google_translate,False,,,3.0,6719.0,,,,,,,,,,,
city_seatac,City of SeaTac,city,city,False,Estonian,1.0,2.0,,True,machine_widget,0.0,,,https://www.seatacwa.gov,2026-09-05,"Unrestricted widget, machine translation only",EH,derived,google_translate,False,,,3.0,6719.0,,,,,,,,,,,
city_seatac,City of SeaTac,city,city,False,Ewe,1.0,2.0,,True,machine_widget,0.0,,,https://www.seatacwa.gov,2026-09-05,"Unrestricted widget, machine translation only",EH,derived,google_translate,False,,,3.0,6719.0,,,,,,,,,,,
city_seatac,City of SeaTac,city,city,False,Fallani,0.0,0.0,,False,none,0.0,,,https://www.seatacwa.gov,2026-09-05,Widget present but does not support this language,EH,derived,google_translate,False,,,3.0,6719.0,,,,,,,,,,,
city_seatac,City of SeaTac,city,city,False,Farsi,1.0,2.0,,True,machine_widget,0.0,,,https://www.seatacwa.gov,2026-09-05,"Unrestricted widget, machine translation only",EH,derived,google_translate,False,,,3.0,6719.0,,,,,,,,,,,
city_seatac,City of SeaTac,city,city,False,French,1.0,2.0,,True,machine_widget,0.0,,,https://www.seatacwa.gov,2026-09-05,"Unrestricted widget, machine translation only",EH,derived,google_translate,False,,,3.0,6719.0,,,,,,,,,,,
city_seatac,City of SeaTac,city,city,False,Fula,0.0,0.0,,False,none,0.0,,,https://www.seatacwa.gov,2026-09-05,Widget present but does not support this language,EH,derived,google_translate,False,,,3.0,6719.0,,,,,,,,,,,
city_seatac,City of SeaTac,city,city,False,Ga,1.0,2.0,,True,machine_widget,0.0,,,https://www.seatacwa.gov,2026-09-05,"Unrestricted widget, machine translation only",EH,derived,google_translate,False,,,3.0,6719.0,,,,,,,,,,,
city_seatac,City of SeaTac,city,city,False,German,1.0,2.0,,True,machine_widget,0.0,,,https://www.seatacwa.gov,2026-09-05,"Unrestricted widget, machine translation only",EH,derived,google_translate,False,,,3.0,6719.0,,,,,,,,,,,
city_seatac,City of SeaTac,city,city,False,"Greek, Modern",0.0,0.0,,False,none,0.0,,,https://www.seatacwa.gov,2026-09-05,Widget present but does not support this language,EH,derived,google_translate,False,,,3.0,6719.0,,,,,,,,,,,
city_seatac,City of SeaTac,city,city,False,Gujarati,1.0,2.0,,True,machine_widget,0.0,,,https://www.seatacwa.gov,2026-09-05,"Unrestricted widget, machine translation only",EH,derived,google_translate,False,,,3.0,6719.0,,,,,,,,,,,
city_seatac,City of SeaTac,city,city,False,Haitian Creole,1.0,2.0,,True,machine_widget,0.0,,,https://www.seatacwa.gov,2026-09-05,"Unrestricted widget, machine translation only",EH,derived,google_translate,False,,,3.0,6719.0,,,,,,,,,,,
city_seatac,City of SeaTac,city,city,False,Hausa,1.0,2.0,,True,machine_widget,0.0,,,https://www.seatacwa.gov,2026-09-05,"Unrestricted widget, machine translation only",EH,derived,google_translate,False,,,3.0,6719.0,,,,,,,,,,,
city_seatac,City of SeaTac,city,city,False,Hawaiian,1.0,2.0,,True,machine_widget,0.0,,,https://www.seatacwa.gov,2026-09-05,"Unrestricted widget, machine translation only",EH,derived,google_translate,False,,,3.0,6719.0,,,,,,,,,,,
city_seatac,City of SeaTac,city,city,False,Herero,0.0,0.0,,False,none,0.0,,,https://www.seatacwa.gov,2026-09-05,Widget present but does not support this language,EH,derived,google_translate,False,,,3.0,6719.0,,,,,,,,,,,
city_seatac,City of SeaTac,city,city,False,Hindi,1.0,2.0,,True,machine_widget,0.0,,,https://www.seatacwa.gov,2026-09-05,"Unrestricted widget, machine translation only",EH,derived,google_translate,False,,,3.0,6719.0,,,,,,,,,,,
city_seatac,City of SeaTac,city,city,False,Hmong,1.0,2.0,,True,machine_widget,0.0,,,https://www.seatacwa.gov,2026-09-05,"Unrestricted widget, machine translation only",EH,derived,google_translate,False,,,3.0,6719.0,,,,,,,,,,,
city_seatac,City of SeaTac,city,city,False,Hungarian,1.0,2.0,,True,machine_widget,0.0,,,https://www.seatacwa.gov,2026-09-05,"Unrestricted widget, machine translation only",EH,derived,google_translate,False,,,3.0,6719.0,,,,,,,,,,,
city_seatac,City of SeaTac,city,city,False,Igbo,1.0,2.0,,True,machine_widget,0.0,,,https://www.seatacwa.gov,2026-09-05,"Unrestricted widget, machine translation only",EH,derived,google_translate,False,,,3.0,6719.0,,,,,,,,,,,
city_seatac,City of SeaTac,city,city,False,Ilokano,1.0,2.0,,True,machine_widget,0.0,,,https://www.seatacwa.gov,2026-09-05,"Unrestricted widget, machine translation only",EH,derived,google_translate,False,,,3.0,6719.0,,,,,,,,,,,
city_seatac,City of SeaTac,city,city,False,Indonesian,1.0,2.0,,True,machine_widget,0.0,,,https://www.seatacwa.gov,2026-09-05,"Unrestricted widget, machine translation only",EH,derived,google_translate,False,,,3.0,6719.0,,,,,,,,,,,
city_seatac,City of SeaTac,city,city,False,Italian,1.0,2.0,,True,machine_widget,0.0,,,https://www.seatacwa.gov,2026-09-05,"Unrestricted widget, machine translation only",EH,derived,google_translate,False,,,3.0,6719.0,,,,,,,,,,,
city_seatac,City of SeaTac,city,city,False,Japanese,1.0,2.0,,True,machine_widget,0.0,,,https://www.seatacwa.gov,2026-09-05,"Unrestricted widget, machine translation only",EH,derived,google_translate,False,,,3.0,6719.0,,,,,,,,,,,
city_seatac,City of SeaTac,city,city,False,Kakwa,0.0,0.0,,False,none,0.0,,,https://www.seatacwa.gov,2026-09-05,Widget present but does not support this language,EH,derived,google_translate,False,,,3.0,6719.0,,,,,,,,,,,
city_seatac,City of SeaTac,city,city,False,Kannada,1.0,2.0,,True,machine_widget,0.0,,,https://www.seatacwa.gov,2026-09-05,"Unrestricted widget, machine translation only",EH,derived,google_translate,False,,,3.0,6719.0,,,,,,,,,,,
city_seatac,City of SeaTac,city,city,False,Karen,0.0,0.0,,False,none,0.0,,,https://www.seatacwa.gov,2026-09-05,Widget present but does not support this language,EH,derived,google_translate,False,,,3.0,6719.0,,,,,,,,,,,
city_seatac,City of SeaTac,city,city,False,Karenni,0.0,0.0,,False,none,0.0,,,https://www.seatacwa.gov,2026-09-05,Widget present but does not support this language,EH,derived,google_translate,False,,,3.0,6719.0,,,,,,,,,,,
city_seatac,City of SeaTac,city,city,False,Kazakh,1.0,2.0,,True,machine_widget,0.0,,,https://www.seatacwa.gov,2026-09-05,"Unrestricted widget, machine translation only",EH,derived,google_translate,False,,,3.0,6719.0,,,,,,,,,,,
city_seatac,City of SeaTac,city,city,False,Khmer,1.0,2.0,,True,machine_widget,0.0,,,https://www.seatacwa.gov,2026-09-05,"Unrestricted widget, machine translation only",EH,derived,google_translate,False,,,3.0,6719.0,,,,,,,,,,,
city_seatac,City of SeaTac,city,city,False,Kikuyu,0.0,0.0,,False,none,0.0,,,https://www.seatacwa.gov,2026-09-05,Widget present but does not support this language,EH,derived,google_translate,False,,,3.0,6719.0,,,,,,,,,,,
city_seatac,City of SeaTac,city,city,False,Kinyarwanda,1.0,2.0,,True,machine_widget,0.0,,,https://www.seatacwa.gov,2026-09-05,"Unrestricted widget, machine translation only",EH,derived,google_translate,False,,,3.0,6719.0,,,,,,,,,,,
city_seatac,City of SeaTac,city,city,False,Kirgiz,0.0,0.0,,False,none,0.0,,,https://www.seatacwa.gov,2026-09-05,Widget present but does not support this language,EH,derived,google_translate,False,,,3.0,6719.0,,,,,,,,,,,
city_seatac,City of SeaTac,city,city,False,Kirundi,0.0,0.0,,False,none,0.0,,,https://www.seatacwa.gov,2026-09-05,Widget present but does not support this language,EH,derived,google_translate,False,,,3.0,6719.0,,,,,,,,,,,
city_seatac,City of SeaTac,city,city,False,Kmhmu,0.0,0.0,,False,none,0.0,,,https://www.seatacwa.gov,2026-09-05,Widget present but does not support this language,EH,derived,google_translate,False,,,3.0,6719.0,,,,,,,,,,,
city_seatac,City of SeaTac,city,city,False,Kongo,0.0,0.0,,False,none,0.0,,,https://www.seatacwa.gov,2026-09-05,Widget present but does not support this language,EH,derived,google_translate,False,,,3.0,6719.0,,,,,,,,,,,
city_seatac,City of SeaTac,city,city,False,Korean,1.0,2.0,,True,machine_widget,0.0,,,https://www.seatacwa.gov,2026-09-05,"Unrestricted widget, machine translation only",EH,derived,google_translate,False,,,3.0,6719.0,,,,,,,,,,,
city_seatac,City of SeaTac,city,city,False,Kosraean,0.0,0.0,,False,none,0.0,,,https://www.seatacwa.gov,2026-09-05,Widget present but does not support this language,EH,derived,google_translate,False,,,3.0,6719.0,,,,,,,,,,,
city_seatac,City of SeaTac,city,city,False,Krahn,0.0,0.0,,False,none,0.0,,,https://www.seatacwa.gov,2026-09-05,Widget present but does not support this language,EH,derived,google_translate,False,,,3.0,6719.0,,,,,,,,,,,
city_seatac,City of SeaTac,city,city,False,Krio,1.0,2.0,,True,machine_widget,0.0,,,https://www.seatacwa.gov,2026-09-05,"Unrestricted widget, machine translation only",EH,derived,google_translate,False,,,3.0,6719.0,,,,,,,,,,,
city_seatac,City of SeaTac,city,city,False,Kru,0.0,0.0,,False,none,0.0,,,https://www.seatacwa.gov,2026-09-05,Widget present but does not support this language,EH,derived,google_translate,False,,,3.0,6719.0,,,,,,,,,,,
city_seatac,City of SeaTac,city,city,False,Kurdish,1.0,2.0,,True,machine_widget,0.0,,,https://www.seatacwa.gov,2026-09-05,"Unrestricted widget, machine translation only",EH,derived,google_translate,False,,,3.0,6719.0,,,,,,,,,,,
